广东组播,#genre#
辽宁卫视超清 (CAVS),http://sslsz.oceaniwork.com:4022/rtp/239.77.0.161:5146
黑龙江卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.58:5146
黑龙江卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.71:5146
黑龙江卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.6:5146
黑龙江卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.179:5146
黑龙江卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.93:5146
黑龙江卫视超清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.124:5146
贵州卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.59:5146
贵州卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.61:5146
贵州卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.221:5146
贵州卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.230:5146
四川卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.60:5146
四川卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.30:5146
四川卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.215:5146
四川卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.159:5146
四川卫视超清 (CAVS),http://sslsz.oceaniwork.com:4022/rtp/239.77.0.163:5146
河南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.61:5146
河南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.58:5146
河南卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.229:5146
河南卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.17:5146
云南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.62:5146
云南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.72:5146
云南卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.37:5146
云南卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.100:5146
重庆卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.63:5146
重庆卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.16:5146
重庆卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.162:5146
重庆卫视高清 (CAVS),http://sslsz.oceaniwork.com:4022/rtp/239.77.1.210:5146
重庆卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.182:5146
河北卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.64:5146
河北卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.60:5146
河北卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.214:5146
河北卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.148:5146
东南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.65:5146
东南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.1:5146
东南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.213:5146
东南卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.104:5146
福建东南卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.146:5146
广西卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.66:5146
广西卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.59:5146
广西卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.36:5146
广西卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.139:5146
吉林卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.67:5146
吉林卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.45:5146
吉林卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.111:5146
吉林卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.150:5146
陕西卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.68:5146
陕西卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.54:5146
山西卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.69:5146
山西卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.74:5146
内蒙古卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.70:5146
内蒙古卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.55:5146
青海卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.71:5146
青海卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.70:5146
海南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.72:5146
海南卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.51:5146
海南卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.35:5146
海南卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.101:5146
宁夏卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.73:5146
宁夏卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.47:5146
西藏卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.74:5146
西藏卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.49:5146
新疆卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.75:5146
新疆卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.53:5146
甘肃卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.76:5146
甘肃卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.57:5146
甘肃卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.189:5146
兵团卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.77:5146
兵团卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.80:5146
厦门卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.96:5146
三沙卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.152:5146
三沙卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.117:5146
三沙卫视高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.113:5146
吉林延边卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.10:5146
延边卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.99:5146
兵器科技高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.18:5146
兵器科技高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.9:5146
电视指南高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.19:5146
电视指南高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.10:5146
风云足球高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.20:5146
风云足球高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.14:5146
央视台球高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.21:5146
央视台球高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.11:5146
高尔夫网球高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.22:5146
高尔夫网球高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.12:5146
女性时尚高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.23:5146
女性时尚高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.8:5146
世界地理高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.24:5146
世界地理高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.7:5146
怀旧剧场高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.25:5146
怀旧剧场高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.5:5146
风云剧场高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.26:5146
风云剧场高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.16:5146
央视文化精品高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.27:5146
央视文化精品高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.13:5146
第一剧场高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.28:5146
第一剧场高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.15:5146
风云音乐高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.29:5146
风云音乐高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.6:5146
老故事,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.220:5146
老故事,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.197:5146
中学生,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.195:5146
发现之旅,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.112:5146
CHC高清电影,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.27:5146
卡酷少儿,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.79:5146
卡酷少儿,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.50:5146
金鹰卡通,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.80:5146
金鹰卡通,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.52:5146
金鹰卡通高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.164:5146
哈哈炫动,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.81:5146
哈哈炫动,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.139:5146
优漫卡通,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.222:5146
优漫卡通,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.79:5146
CETV-1,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.82:5146
CETV-1,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.46:5146
CETV-1高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.222:5146
中国教育-1高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.200:5146
CETV-2,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.28:5146
CETV-2,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.69:5146
CETV-4,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.29:5146
CETV-4,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.68:5146
CETV-4高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.200:5146
CETV-4高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.40:5146
CETV-4高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.114:5146
早期教育高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.180:5146
山东教育,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.83:5146
山东教育卫视,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.35:5146
财富天下,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.113:5146
财富天下,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.81:5146
中国交通,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.249:5146
中国天气,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.143:5146
茶,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.15:5146
茶频道高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.207:5146
快乐垂钓,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.145:5146
快乐垂钓高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.119:5146
金鹰纪实高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.217:5146
金鹰纪实高清测试,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.160:5146
金鹰纪实超清测试 (CAVS),http://sslsz.oceaniwork.com:4022/rtp/239.77.0.162:5146
上海纪实高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.216:5146
上海纪实高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.147:5146
环球奇观,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.224:5146
环球奇观,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.198:5146
书画频道,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.115:5146
优优宝贝,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.193:5146
优优宝贝,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.39:5146
中华特产,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.204:5146
四海钓鱼,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.137:5146
环球旅游,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.202:5146
生态环境,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.201:5146
生态环境,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.42:5146
车迷频道,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.203:5146
车迷频道,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.41:5146
新动漫,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.136:5146
游戏竞技,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.211:5146
靓妆,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.212:5146
靓妆,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.118:5146
求索纪录高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.21:5146
求索生活高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.153:5146
梨园,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.210:5146
梨园频道高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.100:5146
武术世界,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.216:5146
武术世界高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.108:5146
文物宝库,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.227:5146
文物宝库高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.120:5146
国学,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.226:5146
国学频道,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.105:5146
先锋乒羽,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.208:5146
汽摩,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.209:5146
汽摩,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.205:5146
天元围棋,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.98:5146
证券服务,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.135:5146
证券服务,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.58:5146
IPTV1,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.75:5146
IPTV2,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.63:5146
爱综艺,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.107:5146
爱综艺,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.78:5146
IPTV3,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.64:5146
IPTV4,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.56:5146
爱体育,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.108:5146
爱体育,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.77:5146
爱体育高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.176:5146
爱体育高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.116:5146
爱电影,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.103:5146
爱电影,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.138:5146
爱大剧,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.105:5146
爱大剧,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.82:5146
IPTV谍战剧场,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.99:5146
IPTV谍战剧场,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.83:5146
IPTV相声小品,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.100:5146
IPTV相声小品,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.84:5146
IPTV野外,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.101:5146
IPTV野外,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.85:5146
IPTV法治,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.102:5146
IPTV法治,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.86:5146
魅力时尚,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.110:5146
IPTV魅力时尚,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.88:5146
经典电影,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.104:5146
IPTV经典电影,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.89:5146
热播剧场,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.106:5146
IPTV热播剧场,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.90:5146
少儿动画,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.109:5146
IPTV少儿动画,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.91:5146
IPTV收视指南,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.111:5146
4k测试频道8,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.249:5146
BesTV Live高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.118:5146
EBU,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.165:5146
PPTV-1,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.183:5146
PPTV-2,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.184:5146
PPTV-3,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.185:5146
PPTV-4,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.186:5146
Unknown@239.253.43.106:5146,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.106:5146
Unknown@239.253.43.120:5146,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.120:5146
Unknown@239.253.43.121:5146,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.121:5146
Unknown@239.253.43.122:5146,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.122:5146
九屏同播,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.234:5146
卫星信号传输故障高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.240:5146
四屏同播,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.107:5146
广东IPTV广告,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.208:5146
广东IPTV广告,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.240:5146
广东IPTV广告,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.233:5146
广东IPTV广告,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.232:5146
广东IPTV广告,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.218:5146
极K精选-测试,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.231:5146
极k影视-测试,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.218:5146
爱上4K,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.219:5146
版权问题不能播放,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.185:5146
百事通高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.115:5146
百事通高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.116:5146
百事通高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.117:5146
百事通高清,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.119:5146
直播室101,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.217:5146
直播室102,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.153:5146
直播室103,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.154:5146
直播室104,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.155:5146
直播室105,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.156:5146
直播室106,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.157:5146
直播室107,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.158:5146
直播室108,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.160:5146
直播室109,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.161:5146
直播室110,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.162:5146
直播室111,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.163:5146
精选频道1,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.186:5146
网络通道3HD,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.187:5146
网络通道4HD,http://sslsz.oceaniwork.com:4022/rtp/239.77.0.235:5146
网络通道6HD,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.122:5146
（信号传输故障）,http://sslsz.oceaniwork.com:4022/rtp/239.253.43.38:5146
（信号传输故障）,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.155:5146
（信号传输故障）高清,http://sslsz.oceaniwork.com:4022/rtp/239.77.1.110:5146




纯享超清,#genre#
纯享超清,http://[2409:8087:2001:20:2800:0:df6e:eb26]:80/ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8

sc港台,#genre#
﻿TVB华语,http://sc2022.stream-link.org/tv2306.php?id=c01
TVB星河,http://sc2022.stream-link.org/tv2306.php?id=c02
千禧经典台,http://sc2022.stream-link.org/tv2306.php?id=c03
now新闻台,http://sc2022.stream-link.org/tv2306.php?id=c04
feicui,http://sc2022.stream-link.org/tv2306.php?id=h01
feicui,http://sc2022.stream-link.org/tv2306.php?id=h02
J2,http://sc2022.stream-link.org/tv2306.php?id=h03
無綫新聞台,http://sc2022.stream-link.org/tv2306.php?id=h04
無綫財經台,http://sc2022.stream-link.org/tv2306.php?id=h05
無綫新聞台,http://sc2022.stream-link.org/tv2306.php?id=h06
無綫財經台,http://sc2022.stream-link.org/tv2306.php?id=h07
港台电视31,http://sc2022.stream-link.org/tv2306.php?id=h08
港台电视32,http://sc2022.stream-link.org/tv2306.php?id=h09
CCTV-1,http://sc2022.stream-link.org/tv2306.php?id=h10
CCTV-13,http://sc2022.stream-link.org/tv2306.php?id=h11
香港国际财经,http://sc2022.stream-link.org/tv2306.php?id=h12
香港国际财经,http://sc2022.stream-link.org/tv2306.php?id=h13
HOY TV,http://sc2022.stream-link.org/tv2306.php?id=h14
HOY TV,http://sc2022.stream-link.org/tv2306.php?id=h15
HOY资讯台,http://sc2022.stream-link.org/tv2306.php?id=h16
凤凰卫视资讯,http://sc2022.stream-link.org/tv2306.php?id=h17
凤凰香港,http://sc2022.stream-link.org/tv2306.php?id=h18
凤凰香港,http://sc2022.stream-link.org/tv2306.php?id=h19
澳门莲花,http://sc2022.stream-link.org/tv2306.php?id=h20
東森新聞,http://sc2022.stream-link.org/tv2306.php?id=t01
東森財經新聞,http://sc2022.stream-link.org/tv2306.php?id=t02
中天新聞,http://sc2022.stream-link.org/tv2306.php?id=t03
華視新聞,http://sc2022.stream-link.org/tv2306.php?id=t04
中視新聞,http://sc2022.stream-link.org/tv2306.php?id=t05
民視新聞,http://sc2022.stream-link.org/tv2306.php?id=t06
寰宇國際新聞,http://sc2022.stream-link.org/tv2306.php?id=t07
寰宇台灣新聞,http://sc2022.stream-link.org/tv2306.php?id=t08
三立財經新聞,http://sc2022.stream-link.org/tv2306.php?id=t09
三立新聞,http://sc2022.stream-link.org/tv2306.php?id=t10
三立新聞+,http://sc2022.stream-link.org/tv2306.php?id=t11
台視新聞,http://sc2022.stream-link.org/tv2306.php?id=t12
TVBS新聞,http://sc2022.stream-link.org/tv2306.php?id=t13
TVBS財經,http://sc2022.stream-link.org/tv2306.php?id=t14
中天綜合,http://sc2022.stream-link.org/tv2306.php?id=t15
中天亞洲台,http://sc2022.stream-link.org/tv2306.php?id=t16
民視HD,http://sc2022.stream-link.org/tv2306.php?id=t17
民視第一台,http://sc2022.stream-link.org/tv2306.php?id=t18
民視台灣台,http://sc2022.stream-link.org/tv2306.php?id=t19
民視綜藝台,http://sc2022.stream-link.org/tv2306.php?id=t20
民視影劇台,http://sc2022.stream-link.org/tv2306.php?id=t21
民視旅遊台,http://sc2022.stream-link.org/tv2306.php?id=t22
三立台灣,http://sc2022.stream-link.org/tv2306.php?id=t23
三立都會,http://sc2022.stream-link.org/tv2306.php?id=t24
天才衝衝衝,http://sc2022.stream-link.org/tv2306.php?id=t25
東森yoyo,http://sc2022.stream-link.org/tv2306.php?id=t26
ABC News Australia,http://sc2022.stream-link.org/tv2306.php?id=e01
ABC News,http://sc2022.stream-link.org/tv2306.php?id=e02
ANN News,http://sc2022.stream-link.org/tv2306.php?id=e03
Asianet News,http://sc2022.stream-link.org/tv2306.php?id=e04
BBC News,http://sc2022.stream-link.org/tv2306.php?id=e05
CNA News,http://sc2022.stream-link.org/tv2306.php?id=e06
CNN Live,http://sc2022.stream-link.org/tv2306.php?id=e07
DW News,http://sc2022.stream-link.org/tv2306.php?id=e08
EURO News,http://sc2022.stream-link.org/tv2306.php?id=e09
Fox Live,http://sc2022.stream-link.org/tv2306.php?id=e10
France 24 English,http://sc2022.stream-link.org/tv2306.php?id=e11
GB News,http://sc2022.stream-link.org/tv2306.php?id=e12
Haber Turk,http://sc2022.stream-link.org/tv2306.php?id=e13
NBC News,http://sc2022.stream-link.org/tv2306.php?id=e14
NHK World Japan,http://sc2022.stream-link.org/tv2306.php?id=e15
SKY News,http://sc2022.stream-link.org/tv2306.php?id=e16
Radio Ticino,http://sc2022.stream-link.org/tv2306.php?id=e17
Smithsonian Channel,http://sc2022.stream-link.org/tv2306.php?id=e18
Love Nature,http://sc2022.stream-link.org/tv2306.php?id=e19
Lego,http://sc2022.stream-link.org/tv2306.php?id=e20


湖南组播,#genre#
湖南卫视FHD20M,http://10.0.0.2:4022/rtp/239.76.246.100:1234
湖南卫视FHD,http://10.0.0.2:4022/rtp/239.76.245.115:1234
湖南经视FHD,http://10.0.0.2:4022/rtp/239.76.245.116:1234
湖南都市FHD,http://10.0.0.2:4022/rtp/239.76.245.117:1234
湖南电视剧FHD,http://10.0.0.2:4022/rtp/239.76.245.118:1234
湖南电影FHD,http://10.0.0.2:4022/rtp/239.76.245.119:1234
金鹰卡通FHD,http://10.0.0.2:4022/rtp/239.76.245.120:1234
湖南娱乐FHD,http://10.0.0.2:4022/rtp/239.76.245.121:1234
金鹰纪实FHD,http://10.0.0.2:4022/rtp/239.76.245.122:1234
湖南公共FHD,http://10.0.0.2:4022/rtp/239.76.245.123:1234
湖南国际FHD,http://10.0.0.2:4022/rtp/239.76.245.124:1234
快乐垂钓FHD,http://10.0.0.2:4022/rtp/239.76.245.127:1234
CCTV1 1080P,http://10.0.0.2:4022/rtp/239.76.246.151:1234
CCTV2 1080P,http://10.0.0.2:4022/rtp/239.76.246.152:1234
CCTV3 1080P,http://10.0.0.2:4022/rtp/239.76.246.153:1234
CCTV4 1080P,http://10.0.0.2:4022/rtp/239.76.245.195:1234
CCTV4 1080P,http://10.0.0.2:4022/rtp/239.76.246.154:1234
CCTV5 1080P,http://10.0.0.2:4022/rtp/239.76.246.155:1234
CCTV5+ 1080P,http://10.0.0.2:4022/rtp/239.76.246.168:1234
CCTV6 1080P,http://10.0.0.2:4022/rtp/239.76.246.156:1234
CCTV7 1080P,http://10.0.0.2:4022/rtp/239.76.246.157:1234
CCTV8 1080P,http://10.0.0.2:4022/rtp/239.76.246.158:1234
CCTV9 1080P,http://10.0.0.2:4022/rtp/239.76.246.159:1234
CCTV10 1080P,http://10.0.0.2:4022/rtp/239.76.246.160:1234
CCTV11 1080P,http://10.0.0.2:4022/rtp/239.76.245.251:1234
CCTV12 1080P,http://10.0.0.2:4022/rtp/239.76.246.162:1234
CCTV13 1080P,http://10.0.0.2:4022/rtp/239.76.246.93:1234
CCTV14 1080P,http://10.0.0.2:4022/rtp/239.76.246.164:1234
CCTV15 1080P,http://10.0.0.2:4022/rtp/239.76.245.252:1234
CCTV16 1080P,http://10.0.0.2:4022/rtp/239.76.246.98:1234
CCTV17 1080P,http://10.0.0.2:4022/rtp/239.76.245.238:1234
IPTV4K-4K,http://10.0.0.2:4022/rtp/239.76.245.35:1234
CCTV16-4K,http://10.0.0.2:4022/rtp/239.76.246.214:1234
CCTV16-4k,http://10.0.0.2:4022/rtp/239.76.246.224:1234
